"Year","ClimYr","RosNew","InflNew","TransectNew","TagNew","save","surv","lagsrtsz","lagforsurv","PptFall","PptWinter","PptSummer","TempFall","TempWinter","TempSummer","InflYesNo","RowNum","TransectNew.num","Year.num"
12,2012,24,15,"W.4","W.4.16",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,190,11,12
13,2004,NA,NA,"W.4","W.4.16",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,191,11,13
14,2013,31,0,"W.4","W.4.16",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,192,11,14
15,2010,NA,NA,"W.4","W.4.16",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,193,11,15
16,2018,20,18,"W.4","W.4.16",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,194,11,16
17,2003,NA,NA,"W.4","W.4.16",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,195,11,17
18,2005,42,19,"W.4","W.4.16",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,196,11,18
19,2014,NA,NA,"W.4","W.4.16",1,0,0,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,197,11,19
1,2010,31,4,"E.7","E.7.17",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,198,7,1
2,2020,20,3,"E.7","E.7.17",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,199,7,2
3,2015,36,9,"E.7","E.7.17",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,200,7,3
4,2017,18,23,"E.7","E.7.17",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,201,7,4
5,2004,18,21,"E.7","E.7.17",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,202,7,5
6,2012,16,9,"E.7","E.7.17",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,203,7,6
7,2008,28,15,"E.7","E.7.17",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,204,7,7
8,2004,18,0,"E.7","E.7.17",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,205,7,8
9,2005,28,11,"E.7","E.7.17",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,206,7,9
10,2013,20,1,"E.7","E.7.17",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,207,7,10
11,2003,NA,NA,"E.7","E.7.17",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,208,7,11
12,2012,14,0,"E.7","E.7.17",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,209,7,12
13,2004,NA,NA,"E.7","E.7.17",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,210,7,13
14,2013,22,11,"E.7","E.7.17",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,211,7,14
15,2010,NA,NA,"E.7","E.7.17",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,212,7,15
16,2018,18,8,"E.7","E.7.17",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,213,7,16
17,2003,NA,NA,"E.7","E.7.17",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,214,7,17
18,2005,26,0,"E.7","E.7.17",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,215,7,18
19,2014,NA,NA,"E.7","E.7.17",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,216,7,19
20,2020,22,0,"E.7","E.7.17",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,217,7,20
1,2010,2,0,"W.2","W.2.18",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,218,9,1
2,2020,2,0,"W.2","W.2.18",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,219,9,2
3,2015,2,0,"W.2","W.2.18",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,220,9,3
4,2017,NA,NA,"W.2","W.2.18",1,0,0,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,NA,221,9,4
1,2010,13,0,"E.7","E.7.19",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,222,7,1
2,2020,13,0,"E.7","E.7.19",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,223,7,2
3,2015,17,0,"E.7","E.7.19",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,224,7,3
4,2017,8,8,"E.7","E.7.19",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,225,7,4
5,2004,12,2,"E.7","E.7.19",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,226,7,5
6,2012,4,0,"E.7","E.7.19",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,227,7,6
7,2008,12,10,"E.7","E.7.19",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,228,7,7
8,2004,8,1,"E.7","E.7.19",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,229,7,8
9,2005,10,5,"E.7","E.7.19",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,230,7,9
10,2013,5,0,"E.7","E.7.19",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,231,7,10
11,2003,NA,NA,"E.7","E.7.19",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,232,7,11
12,2012,6,0,"E.7","E.7.19",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,233,7,12
13,2004,NA,NA,"E.7","E.7.19",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,234,7,13
1,2010,29,4,"W.5","W.5.20",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,235,12,1
2,2020,20,5,"W.5","W.5.20",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,236,12,2
3,2015,29,17,"W.5","W.5.20",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,237,12,3
4,2017,13,7,"W.5","W.5.20",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,238,12,4
5,2004,19,26,"W.5","W.5.20",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,239,12,5
6,2012,14,0,"W.5","W.5.20",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,240,12,6
7,2008,24,7,"W.5","W.5.20",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,241,12,7
8,2004,21,0,"W.5","W.5.20",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,242,12,8
9,2005,25,0,"W.5","W.5.20",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,243,12,9
10,2013,NA,NA,"W.5","W.5.20",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,244,12,10
1,2010,36,12,"E.5","E.5.21",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,245,5,1
2,2020,24,0,"E.5","E.5.21",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,246,5,2
3,2015,38,0,"E.5","E.5.21",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,247,5,3
4,2017,18,10,"E.5","E.5.21",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,248,5,4
5,2004,21,3,"E.5","E.5.21",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,249,5,5
6,2012,16,16,"E.5","E.5.21",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,250,5,6
7,2008,24,10,"E.5","E.5.21",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,251,5,7
8,2004,25,0,"E.5","E.5.21",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,252,5,8
9,2005,29,0,"E.5","E.5.21",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,253,5,9
10,2013,23,14,"E.5","E.5.21",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,254,5,10
11,2003,NA,NA,"E.5","E.5.21",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,255,5,11
12,2012,19,5,"E.5","E.5.21",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,256,5,12
13,2004,NA,NA,"E.5","E.5.21",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,257,5,13
1,2010,18,0,"W.5","W.5.22",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,258,12,1
2,2020,11,2,"W.5","W.5.22",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,259,12,2
3,2015,12,0,"W.5","W.5.22",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,260,12,3
4,2017,9,0,"W.5","W.5.22",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,0,261,12,4
5,2004,9,0,"W.5","W.5.22",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,262,12,5
6,2012,10,0,"W.5","W.5.22",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,263,12,6
7,2008,11,0,"W.5","W.5.22",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,264,12,7
8,2004,12,0,"W.5","W.5.22",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,265,12,8
9,2005,14,8,"W.5","W.5.22",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,266,12,9
10,2013,8,0,"W.5","W.5.22",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,267,12,10
11,2003,NA,NA,"W.5","W.5.22",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,268,12,11
12,2012,5,6,"W.5","W.5.22",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,269,12,12
13,2004,NA,NA,"W.5","W.5.22",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,270,12,13
1,2010,30,0,"E.5","E.5.23",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,271,5,1
2,2020,20,2,"E.5","E.5.23",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,272,5,2
3,2015,26,0,"E.5","E.5.23",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,273,5,3
4,2017,12,9,"E.5","E.5.23",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,274,5,4
5,2004,15,0,"E.5","E.5.23",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,275,5,5
6,2012,16,14,"E.5","E.5.23",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,276,5,6
7,2008,25,6,"E.5","E.5.23",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,277,5,7
8,2004,20,0,"E.5","E.5.23",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,278,5,8
9,2005,23,20,"E.5","E.5.23",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,279,5,9
10,2013,20,22,"E.5","E.5.23",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,280,5,10
11,2003,NA,NA,"E.5","E.5.23",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,281,5,11
12,2012,20,14,"E.5","E.5.23",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,282,5,12
13,2004,NA,NA,"E.5","E.5.23",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,283,5,13
1,2010,26,1,"W.1","W.1.24",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,284,8,1
2,2020,22,8,"W.1","W.1.24",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,285,8,2
3,2015,28,3,"W.1","W.1.24",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,286,8,3
4,2017,14,9,"W.1","W.1.24",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,287,8,4
5,2004,14,12,"W.1","W.1.24",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,288,8,5
6,2012,15,33,"W.1","W.1.24",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,289,8,6
7,2008,19,2,"W.1","W.1.24",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,290,8,7
8,2004,16,0,"W.1","W.1.24",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,291,8,8
9,2005,21,0,"W.1","W.1.24",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,292,8,9
10,2013,NA,NA,"W.1","W.1.24",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,293,8,10
1,2010,7,0,"E.1","E.1.25",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,294,1,1
2,2020,3,0,"E.1","E.1.25",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,295,1,2
3,2015,3,0,"E.1","E.1.25",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,296,1,3
4,2017,3,5,"E.1","E.1.25",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,297,1,4
5,2004,4,0,"E.1","E.1.25",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,298,1,5
6,2012,3,0,"E.1","E.1.25",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,299,1,6
7,2008,4,0,"E.1","E.1.25",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,300,1,7
8,2004,5,0,"E.1","E.1.25",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,301,1,8
9,2005,7,0,"E.1","E.1.25",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,302,1,9
10,2013,NA,NA,"E.1","E.1.25",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,303,1,10
1,2010,33,0,"W.2","W.2.26",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,304,9,1
2,2020,16,0,"W.2","W.2.26",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,305,9,2
3,2015,27,0,"W.2","W.2.26",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,306,9,3
4,2017,14,12,"W.2","W.2.26",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,307,9,4
5,2004,13,5,"W.2","W.2.26",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,308,9,5
6,2012,15,0,"W.2","W.2.26",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,309,9,6
7,2008,18,3,"W.2","W.2.26",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,310,9,7
8,2004,16,0,"W.2","W.2.26",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,311,9,8
9,2005,24,10,"W.2","W.2.26",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,312,9,9
10,2013,16,0,"W.2","W.2.26",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,313,9,10
11,2003,NA,NA,"W.2","W.2.26",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,314,9,11
12,2012,16,7,"W.2","W.2.26",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,315,9,12
13,2004,NA,NA,"W.2","W.2.26",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,316,9,13
14,2013,15,0,"W.2","W.2.26",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,317,9,14
15,2010,NA,NA,"W.2","W.2.26",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,318,9,15
16,2018,14,0,"W.2","W.2.26",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,0,319,9,16
17,2003,NA,NA,"W.2","W.2.26",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,320,9,17
18,2005,18,1,"W.2","W.2.26",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,321,9,18
19,2014,NA,NA,"W.2","W.2.26",1,0,0,1,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,322,9,19
1,2010,12,0,"W.1","W.1.27",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,323,8,1
2,2020,12,0,"W.1","W.1.27",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,324,8,2
3,2015,16,0,"W.1","W.1.27",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,325,8,3
4,2017,9,13,"W.1","W.1.27",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,326,8,4
5,2004,11,8,"W.1","W.1.27",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,327,8,5
6,2012,10,1,"W.1","W.1.27",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,328,8,6
7,2008,10,6,"W.1","W.1.27",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,1,329,8,7
8,2004,10,0,"W.1","W.1.27",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,330,8,8
9,2005,11,0,"W.1","W.1.27",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,0,331,8,9
10,2013,9,0,"W.1","W.1.27",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,332,8,10
11,2003,NA,NA,"W.1","W.1.27",1,0,0,1,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,333,8,11
1,2010,9,0,"W.5","W.5.28",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,334,12,1
2,2020,5,0,"W.5","W.5.28",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,335,12,2
3,2015,5,1,"W.5","W.5.28",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,336,12,3
4,2017,6,4,"W.5","W.5.28",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,337,12,4
5,2004,4,0,"W.5","W.5.28",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,338,12,5
6,2012,5,4,"W.5","W.5.28",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,339,12,6
7,2008,8,0,"W.5","W.5.28",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,340,12,7
8,2004,NA,NA,"W.5","W.5.28",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,341,12,8
1,2010,25,3,"E.4","E.4.29",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,342,4,1
2,2020,19,1,"E.4","E.4.29",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,343,4,2
3,2015,27,6,"E.4","E.4.29",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,344,4,3
4,2017,13,29,"E.4","E.4.29",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,345,4,4
5,2004,18,5,"E.4","E.4.29",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,1,346,4,5
6,2012,10,0,"E.4","E.4.29",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,0,347,4,6
7,2008,24,0,"E.4","E.4.29",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,348,4,7
8,2004,16,0,"E.4","E.4.29",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,349,4,8
9,2005,21,11,"E.4","E.4.29",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,350,4,9
10,2013,15,0,"E.4","E.4.29",1,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,0,351,4,10
11,2003,NA,NA,"E.4","E.4.29",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,352,4,11
12,2012,15,3,"E.4","E.4.29",1,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,353,4,12
13,2004,NA,NA,"E.4","E.4.29",1,NA,0,0,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,354,4,13
14,2013,19,21,"E.4","E.4.29",1,1,2,2,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,1,355,4,14
15,2010,NA,NA,"E.4","E.4.29",1,NA,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,NA,356,4,15
16,2018,14,1,"E.4","E.4.29",1,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,1,357,4,16
17,2003,NA,NA,"E.4","E.4.29",1,NA,0,0,100.4890018,105.5939999,173.5719948,12.35775036,1.681750134,16.20100117,NA,358,4,17
18,2005,25,6,"E.4","E.4.29",1,1,2,2,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,359,4,18
19,2014,NA,NA,"E.4","E.4.29",1,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,NA,360,4,19
20,2020,20,2,"E.4","E.4.29",1,1,2,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,361,4,20
1,2010,8,0,"E.5","E.5.30",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,0,362,5,1
2,2020,6,0,"E.5","E.5.30",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,363,5,2
3,2015,10,1,"E.5","E.5.30",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,1,364,5,3
4,2017,1,3,"E.5","E.5.30",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,365,5,4
5,2004,3,0,"E.5","E.5.30",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,366,5,5
6,2012,4,2,"E.5","E.5.30",1,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,1,367,5,6
7,2008,4,0,"E.5","E.5.30",1,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,0,368,5,7
8,2004,5,0,"E.5","E.5.30",1,1,1,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,0,369,5,8
9,2005,3,4,"E.5","E.5.30",1,1,1,1,118.0149994,102.7259989,104.1850014,12.23800057,1.985750109,15.79275036,1,370,5,9
10,2013,NA,NA,"E.5","E.5.30",1,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,NA,371,5,10
1,2010,19,1,"W.2","W.2.31",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,372,9,1
2,2020,14,0,"W.2","W.2.31",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,0,373,9,2
3,2015,19,0,"W.2","W.2.31",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,374,9,3
4,2017,15,19,"W.2","W.2.31",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,375,9,4
5,2004,NA,NA,"W.2","W.2.31",1,0,0,1,105.8339977,64.72700024,330.6829958,13.35675085,2.130500123,15.21075034,NA,376,9,5
1,2010,36,5,"W.1","W.1.32",1,1,0,0,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,1,377,8,1
2,2020,24,23,"W.1","W.1.32",1,1,1,1,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,1,378,8,2
3,2015,37,0,"W.1","W.1.32",1,1,1,1,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,0,379,8,3
4,2017,17,97,"W.1","W.1.32",1,1,1,1,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,1,380,8,4
